Title,Recommendations
Phoenix Wright: Ace Attorney,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim']"
Mario & Luigi: Dream Team,"['The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'The Witcher 3: Wild Hunt', 'Super Mario 3D World', 'Super Mario Galaxy']"
Uno,"['The Legend of Zelda: Breath of the Wild', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Super Mario Odyssey', 'Super Mario Galaxy 2']"
echochrome,"['The Witcher 3: Wild Hunt', 'Persona 5', 'The Legend of Zelda: Breath of the Wild', 'BioShock Infinite', 'The Last of Us']"
LEGO Batman 2: DC Super Heroes,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Portal 2', 'The Last of Us', 'Battlefield 3']"
Empires: Dawn of the Modern World,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Last of Us']"
Gothic,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'Grand Theft Auto V']"
Arcanum: Of Steamworks and Magick Obscura,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'BioShock Infinite', 'The Elder Scrolls V: Skyrim', 'Persona 5']"
NASCAR Heat,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'Gran Turismo 5']"
Professor Layton and the Azran Legacy,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'BioShock Infinite', 'Mass Effect 3']"
Company of Heroes 2: Ardennes Assault,"['The Witcher 3: Wild Hunt', 'Portal 2', 'Grand Theft Auto V', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim']"
PlanetSide,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Grand Theft Auto V']"
Star Wars Jedi Knight II: Jedi Outcast,"['Star Wars: Knights of the Old Republic', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'Star Wars: Knights of the Old Republic II - The Sith Lords']"
Madden NFL 19,"['Grand Theft Auto V', 'Call of Duty: Modern Warfare 3', 'Portal 2', 'The Witcher 3: Wild Hunt', 'Madden NFL 13']"
Finding Paradise,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Burnout Paradise', 'Need for Speed: Most Wanted - A Criterion Game']"
Kingdoms of Amalur: Reckoning,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Broken Age,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Super Mario 3D World', 'Titanfall', 'DOOM']"
Life is Strange: Episode 4 - Dark Room,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'Life is Strange']"
Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'BioShock Infinite']"
Sunset Overdrive,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Super Time Force,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""']"
Toy Soldiers,"['The Legend of Zelda: Breath of the Wild', 'The Witcher 3: Wild Hunt', 'Dungeon Defenders', 'Plants vs. Zombies', 'Defense Grid: The Awakening']"
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Life is Strange', 'Grand Theft Auto V', 'The Legend of Zelda: Breath of the Wild']"
DG2: Defense Grid 2,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'Portal 2']"
Crysis,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
CHUCHEL,"['The Witcher 3: Wild Hunt', 'Portal 2', 'The Last of Us', 'BioShock Infinite', 'The Legend of Zelda: Breath of the Wild']"
Mario Tennis: Power Tour,"['The Legend of Zelda: Breath of the Wild', 'Grand Theft Auto V', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'BioShock Infinite']"
Rage,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'The Last of Us']"
Napoleon: Total War,"['Rome: Total War', 'Total War: WARHAMMER', 'The Witcher 3: Wild Hunt', 'God of War', 'Gears of War 2']"
Overlord,"['The Witcher 3: Wild Hunt', 'Portal 2', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild']"
Rockstar Games presents Table Tennis,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
Jak and Daxter Collection,"['The Last of Us', '""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Jak 3']"
Firewatch,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Little Nightmares,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'BioShock Infinite', 'The Elder Scrolls V: Skyrim']"
OneShot,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'BioShock Infinite', '""Uncharted 4: A Thiefs End""']"
Victoria II: Heart of Darkness,"['Grand Theft Auto V', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'Persona 5', 'Far Cry 2']"
Waveform,"['Grand Theft Auto V', '""Uncharted 4: A Thiefs End""', 'Call of Duty: Modern Warfare 3', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim']"
Personal Trainer: Cooking,"['Starcraft II: Wings of Liberty', 'Company of Heroes', 'Europa Universalis IV', 'Crusader Kings II', 'Rome: Total War']"
NBA Street Homecourt,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V']"
The Elder Scrolls IV: Knights of the Nine,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'Destiny: The Taken King', 'Fallout 4', 'Guild Wars 2: Heart of Thorns']"
Red Orchestra: Ostfront 41-45,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Hot Shots Golf: Open Tee,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'Portal 2', 'The Legend of Zelda: Breath of the Wild']"
Kingdom Under Fire: The Crusaders,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
Karnaaj Rally,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Last of Us', 'The Elder Scrolls V: Skyrim']"
Stronghold,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Last of Us']"
Star Fox 64 3D,"['Super Mario Galaxy', 'Super Mario 64', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V']"
Yoshi's Island DS,"['The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V']"
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Gran Turismo 6,"['Grand Theft Auto V', 'Gran Turismo 5', 'Forza Horizon 2', 'Burnout 3: Takedown', 'The Witcher 3: Wild Hunt']"
Kirby: Nightmare in Dream Land,"['Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'Portal 2', 'Kirby: Planet Robobot', '""Kirbys Epic Yarn""']"
Rochard,"['The Legend of Zelda: Breath of the Wild', 'The Witcher 3: Wild Hunt', 'The Legend of Zelda: Skyward Sword', 'Half-Life 2', 'The Last of Us']"
The Dishwasher: Vampire Smile,"['Portal 2', 'The Witcher 3: Wild Hunt', 'The Last of Us', 'Bloodborne', 'Starcraft II: Wings of Liberty']"
Middle-earth: Shadow of War,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'Portal 2']"
Patapon 2,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""']"
MadWorld,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V']"
RollerCoaster Tycoon 3,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'The Last of Us']"
Dragon's Dogma: Dark Arisen,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Witcher 2: Assassins of Kings']"
Guild Wars 2: Heart of Thorns,"['Destiny: The Taken King', 'The Witcher 3: Wild Hunt', 'Portal 2', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim']"
AaaaaAAaaaAAAaaAAAAaAAAAA!!!: A Reckless Disregard for Gravity,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
Pokemon Puzzle League,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Portal 2']"
The Sims 2 University,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V']"
Skulls of the Shogun,"['Battlefield 3', 'Call of Duty: Modern Warfare 3', 'Portal 2', 'Starcraft II: Wings of Liberty', 'Grand Theft Auto V']"
SUPERBEAT: XONiC,"['Rock Band 3', 'The Legend of Zelda: Skyward Sword', '""Uncharted 4: A Thiefs End""', 'Thumper', 'Rhythm Heaven Megamix']"
IL-2 Sturmovik: Birds of Prey,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Bravely Second: End Layer,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'BioShock Infinite', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Sid Meier's Civilization: Beyond Earth,"['The Witcher 3: Wild Hunt', '""Sid Meiers Civilization: Beyond Earth""', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""']"
EA Sports Active,"['The Witcher 3: Wild Hunt', 'Persona 5', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'Portal 2']"
Hatsune Miku: Project Diva f,"['The Witcher 3: Wild Hunt', 'Hatsune Miku: Project Diva Future Tone - Future Sound', 'WWE SmackDown! Here Comes the Pain', 'Yakuza 5', 'VOEZ']"
World of Warcraft: Battle for Azeroth,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
LostWinds,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'Portal 2']"
The Bug Butcher,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'DOOM', 'Bloodborne', 'Mass Effect 2']"
Final Fantasy XII: Revenant Wings,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'Portal 2']"
SoulCalibur V,"['Call of Duty: Modern Warfare 3', 'Grand Theft Auto V', 'Super Smash Bros. Brawl', 'Portal 2', 'The Elder Scrolls V: Skyrim']"
Pool Nation,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Witcher 2: Assassins of Kings']"
Super Scribblenauts,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Sonic the Hedgehog 4: Episode I,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'The Last of Us']"
NCAA Football 09,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V']"
Disney's Toontown Online,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', '""Disneys Toontown Online""']"
Mortal Kombat: Deception,"['Portal 2', 'Grand Theft Auto V', 'Mortal Kombat', 'Mortal Kombat X', 'Mortal Kombat Komplete Edition']"
Mario vs. Donkey Kong,"['Portal 2', 'Super Mario 3D World', 'The Witcher 3: Wild Hunt', 'Undertale', 'The Legend of Zelda: Skyward Sword']"
Combat Mission 3: Afrika Korps,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Persona 5', 'Mass Effect 3', 'Call of Duty: Modern Warfare 3']"
EverQuest: The Planes of Power,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Rails Across America,"['""Uncharted 4: A Thiefs End""', 'Battlefield 3', 'Call of Duty: Modern Warfare 3', 'Starcraft II: Wings of Liberty', 'The Elder Scrolls V: Skyrim']"
007: The World is Not Enough,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'Portal 2', 'The Legend of Zelda: Breath of the Wild', 'Bloodborne']"
Wasteland 2,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'Fallout 4', 'Fallout: New Vegas', 'Fallout 3']"
Muramasa: The Demon Blade,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'BioShock Infinite', 'Grand Theft Auto V']"
Jamestown: Legend of the Lost Colony,"['The Elder Scrolls V: Skyrim', 'Portal 2', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild']"
Poker Smash,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'BioShock Infinite']"
Tales From The Borderlands: Episode 2 - Atlas Mugged,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'BioShock Infinite', 'The Legend of Zelda: Breath of the Wild']"
Kohan II: Kings of War,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Starcraft II: Wings of Liberty', 'Grand Theft Auto V', '""Uncharted 4: A Thiefs End""']"
Metal Gear Online,"['Metal Gear Solid 4: Guns of the Patriots', '""Uncharted 4: A Thiefs End""', 'Metal Gear Solid V: The Phantom Pain', 'Metal Gear Solid 3: Subsistence', 'The Witcher 3: Wild Hunt']"
Xenosaga Episode III: Also sprach Zarathustra,"['Persona 5', 'The Witcher 3: Wild Hunt', 'Xenosaga Episode I: Der Wille zur Macht', 'Xenoblade Chronicles 3D', 'Xenoblade Chronicles X']"
Phoenix Wright: Ace Attorney - Spirit of Justice,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V']"
The Age of Decadence,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Galactic Civilizations III,"['The Last of Us', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild']"
Stories Untold,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'BioShock Infinite', 'The Last of Us']"
Pinball Fantasies,"['The Witcher 3: Wild Hunt', 'Portal 2', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'Grand Theft Auto: Liberty City Stories']"
Catan,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Tiger Woods PGA Tour 09 All-Play,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'Super Smash Bros. Brawl', 'Call of Duty: Modern Warfare 3']"
Slime Rancher,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
Nelly Cootalot: The Fowl Fleet,"['The Legend of Zelda: Breath of the Wild', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Skyward Sword', 'The Elder Scrolls V: Skyrim']"
Order of Battle: Pacific,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'Wargame: European Escalation']"
MX Unleashed,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'The Legend of Zelda: Breath of the Wild', 'Portal 2']"
Fatal Frame II: Crimson Butterfly,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild']"
Secret Weapons Over Normandy,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Witcher 2: Assassins of Kings', 'Fallout 4']"
NHL Hitz Pro,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""']"
Pokemon Pinball: Ruby & Sapphire,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'BioShock Infinite', 'Persona 5']"
Freekstyle,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Minecraft', 'Mass Effect 3']"
Bomberman Generation,"['Grand Theft Auto V', '""Uncharted 4: A Thiefs End""', 'BioShock Infinite', 'The Last of Us', 'The Witcher 3: Wild Hunt']"
Empire Earth,"['Age of Empires II: The Age of Kings', 'Company of Heroes', 'Dragon Age: Inquisition', 'The Witcher 3: Wild Hunt', 'The Witcher 2: Assassins of Kings']"
Ooga Booga,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Portal 2', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""']"
Railroad Tycoon II: Gold Edition,"['The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'World of Warcraft', 'WildStar', 'World of Warcraft: Mists of Pandaria']"
Parasite Eve,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'BioShock Infinite', 'The Last of Us', 'God of War']"
Minit,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'Portal 2', 'Call of Duty: Modern Warfare 3']"
Valiant Hearts: The Great War,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Fast RMX,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'Mario Kart 8']"
Maldita Castilla EX: Cursed Castilla,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'BioShock Infinite', 'Forza Horizon 2']"
Sam & Max Episode 101: Culture Shock,"['The Witcher 3: Wild Hunt', 'Portal 2', 'BioShock Infinite', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
Overcooked!,"['Portal 2', 'Battlefield 3', 'Call of Duty: Modern Warfare 3', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim']"
Prince of Persia Classic Trilogy HD,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Prince of Persia: The Sands of Time', 'Prince of Persia: Warrior Within']"
Mirror's Edge,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Danganronpa 2: Goodbye Despair,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V']"
Worms: Open Warfare 2,"['The Witcher 3: Wild Hunt', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'Gears of War 2']"
TrackMania 2 Canyon,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us', 'Redout']"
Motorsport Manager,"['The Legend of Zelda: Breath of the Wild', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Persona 5', 'Portal 2']"
